city;lat;lon;L
Mölln;53.6269;10.6847;false
Mönchengladbach;51.2;6.4333;false
Mörfelden-Walldorf;50;8.5833;false
Mörlenbach;49.599;8.7369;false
Mössingen;48.4064;9.0575;false
Mühlacker;48.95;8.8394;false
Mühlhausen;51.2167;10.45;false
Mülheim;51.4275;6.8825;false
Mülheim-Kärlich;50.3869;7.4953;false
Müllheim;47.8;7.6333;false
Mülsen;50.7447;12.5747;false
Müncheberg;52.5036;14.1397;false
Münster;51.9625;7.6256;false
Nagold;48.5519;8.7256;true
Nalbach;49.3833;6.7833;false
Namborn;49.5167;7.1333;false
Nauen;52.6;12.8831;true
Nauheim;49.9447;8.4548;false
Naumburg;51.15;11.8167;false
Neckarsulm;49.1917;9.2246;false
Nettetal;51.3167;6.2833;false
Neu Isenburg;50.05;8.7;false
Neu Wulmstorf;53.4628;9.7956;false
Neu-Anspach;50.2931;8.5089;false
Neu-Ulm;48.3833;10;true
Neubrandenburg;53.5569;13.2611;false
Neuburg;48.7333;11.1833;false
Neuenhaus;52.5;6.9667;false
Neufahrn bei Freising;48.3159;11.6632;false
Neuhaus am Rennweg;50.5167;11.15;false
Neuhausen;51.6826;14.4151;false
Neuhof;50.4333;9.6167;false
Neumarkt;49.2833;11.4667;false
Neumünster;54.0714;9.99;false
Neunkirchen;49.35;7.1667;false
Neuruppin;52.9331;12.8;false
Neuss;51.2;6.7;false
Neustadt;51.0239;14.2167;false
Neustadt am Rübenberge;52.5;9.4667;false
Neustadt bei Coburg;50.3289;11.1211;false
Neustadt in Holstein;54.1072;10.8158;true
Neustrelitz;53.3647;13.0636;false
Neusäß;48.4;10.8333;false
Neuwied;50.4286;7.4614;false
Nidda;50.4128;9.0092;false
Nidderau;50.25;8.9;false
Niebüll;54.7881;8.8296;false
Nieder-Olm;49.9083;8.2028;false
Niedergörsdorf;51.9765;12.9801;false
Niederkassel;50.8167;7.0333;true
Niedernhausen;50.1617;8.3176;false
Niederorschel;51.3694;10.4267;false
Nobitz;50.9762;12.4861;false
Nohfelden;49.5867;7.1428;true
Nonnweiler;49.6065;6.9694;false
Norden;53.5967;7.2056;false
Nordenham;53.5;8.4667;false
Norderstedt;53.7064;10.0103;false
Nordhausen;51.505;10.7911;false
Nordhorn;52.4319;7.0678;false
Nordstemmen;52.1605;9.7839;false
Northeim;51.7067;10.0011;false
Nortorf;54.1667;9.8667;false
Nossen;51.05;13.3;false
Nürnberg;49.4539;11.0775;false
Nördlingen;48.8511;10.4883;false
Nürtingen;48.6333;9.3333;false
Ober-Ramstadt;49.8333;8.75;false
Oberasbach;49.4219;10.9583;false
Oberhausen;51.4967;6.8706;false
Oberkirch;48.5333;8.0833;false
Oberthal;49.5167;7.0833;false
Obertshausen;50.0667;8.8333;false
Oberursel;50.2033;8.5769;false
Oelde;51.8333;8.15;false
Oer-Erkenschwick;51.6422;7.2508;false
Oestrich-Winkel;50;8;false
Offenburg;48.4667;7.9333;false
Ohrdruf;50.8281;10.7328;false
Olbernhau;50.6667;13.3333;false
Olching;48.2;11.3167;false
Oldenburg;53.1439;8.2139;false
Oldenburg in Holstein;54.3;10.8833;false
Oranienburg;52.7544;13.2369;true
Oschatz;51.3003;13.1072;false
Oschersleben;52.0167;11.25;false
Osnabrück;52.2833;8.05;false
Osterholz-Scharmbeck;53.2167;8.8;false
Osterode;51.7286;10.2522;false
Osterrönfeld;54.2833;9.7;false
Osterwieck;51.9667;10.7167;false
Ostfildern;48.7333;9.25;false
Ostrhauderfehn;53.1167;7.6167;false
Oststeinbek;53.5442;10.1664;false
Ottersberg;53.1;9.15;false
Ottobrunn;48.0667;11.6667;false
Ottweiler;49.3667;7.1667;false
Overath;50.95;7.3;false
Oyten;53.0611;9.0178;false
Paderborn;51.7181;8.7542;false
Papenburg;53.0667;7.4;false
Pappenheim;48.95;10.95;false
Parchim;53.4167;11.8333;true
Pasewalk;53.5;14;false
Pattensen;52.2667;9.7667;false
Peine;52.3203;10.2336;false
Penzberg;47.75;11.3833;false
Perl;49.4667;6.3667;false
Perleberg;53.0667;11.8667;false
Petersberg;50.5667;9.7167;false
Petershagen;52.3833;8.9667;false
Pfaffenhofen;48.5333;11.5167;false
Pforzheim;48.895;8.705;false
Pfullingen;48.4656;9.2261;false
Pfungstadt;49.8056;8.6044;false
Pinneberg;53.6333;9.8;false
Pirmasens;49.2;7.6;false
Pirna;50.9622;13.9403;false
Plauen;50.4833;12.1167;false
Plettenberg;51.2167;7.8833;true
Plön;54.1622;10.4214;false
Poing;48.1667;11.8167;false
Porta Westfalica;52.2167;8.9333;false
Potsdam;52.4;13.0667;false
Preetz;54.2367;10.2822;false
Premnitz;52.5333;12.3333;false
Prenzlau;53.3167;13.8667;false
Pritzwalk;53.15;12.1833;false
Puchheim;48.15;11.35;false
Pulheim;51;6.8;false
Pößneck;50.7;11.6;false
Püttlingen;49.2833;6.8833;false
Quakenbrück;52.6772;7.9575;false
Quedlinburg;51.7917;11.1472;false
Querfurt;51.3833;11.6;false
Quickborn;53.7333;9.8972;false
Quierschied;49.3167;7.05;false
Radeberg;51.1167;13.9167;false
Radebeul;51.1;13.65;false
Radolfzell am Bodensee;47.7333;8.9667;false
Rangsdorf;52.2831;13.4331;false
Rastatt;48.85;8.2;false
Rastede;53.25;8.2;false
Ratekau;53.95;10.7333;false
Rathenow;52.6;12.3333;false
Ratingen;51.3;6.85;false
Ratzeburg;53.7;10.75;false
Raunheim;50.0167;8.45;false
Ravensburg;47.7831;9.6114;false
Recklinghausen;51.585;7.1619;false
Regensburg;49.0167;12.0833;false
Regenstauf;49.1236;12.1283;false
Rehburg-Loccum;52.4508;9.2078;false
Rehfelde;52.52;13.9292;false
Rehlingen-Siersburg;49.3686;6.6786;false
Reichenbach/Vogtland;50.6167;12.3;false
Reinbek;53.5089;10.2483;false
Reinfeld;53.8333;10.4833;false
Reinheim;49.8269;8.8308;false
Reiskirchen;50.6;8.8333;false
Rellingen;53.65;9.8167;false
Remagen;50.5786;7.2306;false
Remscheid;51.1833;7.2;false
Rendsburg;54.3;9.6667;false
Renningen;48.7661;8.9347;false
Reutlingen;48.4833;9.2167;false
Rhaude;53.1667;7.55;false
Rheda-Wiedenbrück;51.8417;8.3;false
Rheinbach;50.6333;6.95;false
Rheinberg;51.5467;6.6006;false
Rheine;52.2833;7.4333;false
Rheinfelden (Baden);47.5611;7.7917;false
Rheinsberg;53.0983;12.8958;false
Riegelsberg;49.2942;6.9375;false
Riesa;51.3081;13.2939;false
Rietberg;51.8;8.4333;false
Rinteln;52.1906;9.0814;false
Ritterhude;53.1861;8.758;false
Rodenbach;50.15;9.0333;false
Rodgau;50.0167;8.8833;false
Ronneburg;50.8636;12.1808;false
Ronnenberg;52.3194;9.6556;false
Rosbach vor der Höhe;50.2986;8.7006;false
Rosdorf;51.5;9.9;false
Rosenheim;47.85;12.1333;false
Rotenburg an der Fulda;50.9961;9.7278;false
Roth;49.2461;11.0911;false
Rottweil;48.1681;8.6247;false
Roßdorf;49.8583;8.7556;false
Rudolstadt;50.7169;11.3275;false
Ruhla;50.8919;10.3667;false
Römhild;50.3833;10.55;false
Rösrath;50.9;7.1833;false
Rüsselsheim;49.995;8.4119;false
Saalfeld;50.65;11.3667;false
Saarbrücken;49.2333;7;false
Saarlouis;49.3167;6.75;false
Saarwellingen;49.3542;6.805;true
Salzgitter;52.15;10.3333;true
Salzkotten;51.6708;8.6047;false
Salzwedel;52.85;11.15;false
Sandhausen;49.3439;8.6581;true
Sangerhausen;51.4667;11.3;false
Sankt Augustin;50.77;7.1867;false
Sankt Ingbert;49.3;7.1167;false
Sankt Wendel;49.4667;7.1667;false
Sarstedt;52.2394;9.8606;false
Sassenburg;52.5167;10.6333;false
Scharbeutz;54.0214;10.7456;false
Scheeßel;53.1706;9.4831;true
Schenefeld;53.6028;9.8233;false
Schiffdorf;53.5355;8.6622;false
Schifferstadt;49.3833;8.3667;false
Schiffweiler;49.3667;7.1167;false
Schildow;52.6356;13.3771;false
Schipkau;51.54;13.892;false
Schkeuditz;51.4;12.2167;false
Schkopau;51.3833;11.9667;false
Schleiz;50.5833;11.8167;false
Schleswig;54.5181;9.5703;true
Schleusingen;50.5167;10.75;false
Schloß Holte-Stukenbrock;51.8833;8.6167;false
Schlüchtern;50.35;9.5167;false
Schmalkalden;50.7167;10.45;false
Schmelz;49.4167;6.8333;false
Schmölln;50.895;12.3564;false
Schneeberg;50.5942;12.6456;false
Schneverdingen;53.1167;9.8;false
Schopfheim;47.65;7.8167;true
Schorndorf;48.8;9.5333;true
Schortens;53.5333;7.95;false
Schotten;50.5;9.1167;false
Schramberg;48.2269;8.3842;false
Schriesheim;49.4736;8.6592;false
Schrobenhausen;48.5333;11.2667;false
Schulzendorf;52.3667;13.5831;false
Schwabach;49.3292;11.0208;false
Schwalbach;49.2833;6.8167;false
Schwalmstadt;50.9333;9.2167;false
Schwandorf;49.3283;12.11;false
Schwanewede;53.2333;8.6;false
Schwarzenbek;53.5042;10.4792;false
Schwarzenberg;50.5453;12.7792;false
Schwarzheide;51.4831;13.8667;false
Schwedt (Oder);53.05;14.2667;false
Schweinfurt;50.05;10.2333;false
Schwelm;51.2667;7.2667;false
Schwerin;53.6333;11.4167;false
Schwerte;51.4458;7.5653;false
Schwetzingen;49.3833;8.5667;false
Schwäbisch Gmünd;48.8;9.8;false
Schwäbisch Hall;49.1122;9.7375;false
Schönberg in Holstein;54.3956;10.3719;false
Schönebeck;52.0167;11.75;false
Schönefeld;52.3886;13.5048;false
Schöningen;52.1333;10.95;false
Schönkirchen;54.3417;10.2242;false
Schönwalde-Siedlung;52.65;12.9833;false
Schüttorf;52.3167;7.2167;true
Seeheim-Jugenheim;49.7667;8.65;false
Seelow;52.5167;14.3831;false
Seelze;52.3961;9.5981;false
Seesen;51.8931;10.1783;false
Seevetal;53.3833;10.0333;false
Sehnde;52.3161;9.9642;false
Selb;50.1667;12.1333;false
Seligenstadt;50.0333;8.9667;false
Selm;51.6833;7.4833;false
Senden;48.3167;10.0667;false
Senftenberg;51.5167;14.0167;false
Siegburg;50.8014;7.2044;false
Siegen;50.8833;8.0167;false
Sigmaringen;48.0867;9.2164;false
Sindelfingen;48.7133;9.0028;false
Sinsheim;49.25;8.8833;false
Sinzig;50.5453;7.2519;false
Soest;51.5711;8.1092;false
Solingen;51.1667;7.0833;false
Soltau;52.9833;9.8333;false
Sondershausen;51.3667;10.8667;false
Sonneberg;50.35;11.1667;false
Sonthofen;47.5158;10.2811;false
Speyer;49.3194;8.4311;false
Spiesen-Elversberg;49.3167;7.1331;true
Spremberg;51.5717;14.3794;false
Springe;52.2167;9.55;false
Stade;53.6008;9.4764;false
Stadtallendorf;50.8333;9.0167;false
Stadthagen;52.3247;9.2069;false
Stadtilm;50.775;11.0808;false
Stadtroda;50.85;11.7333;false
Stahnsdorf;52.3922;13.2167;false
Starnberg;47.9972;11.3406;false
Staßfurt;51.8667;11.5667;false
Steinau an der Straße;50.3167;9.4667;false
Steinbach am Taunus;50.1667;8.5667;false
Steinfeld;52.6;8.2167;false
Steinfurt;52.1475;7.3442;false
Stelle;53.3667;10.1167;false
Stendal;52.6;11.85;false
Stockach;47.8514;9.0114;false
Stockelsdorf;53.8833;10.65;false
Stolberg;50.7667;6.2333;false
Stollberg;50.7083;12.7783;true
Straubing;48.8833;12.5667;false
Strausberg;52.5833;13.8833;false
Stuhr;53.0167;8.75;false
Stuttgart;48.7775;9.18;false
Suhl;50.6106;10.6931;false
Sulingen;52.6667;8.8;false
Sulzbach;49.2833;7.0667;false
Sulzbach-Rosenberg;49.5;11.75;false
Sundern;51.3167;8;false
Syke;52.9131;8.8269;false
Sömmerda;51.1617;11.1169;false
Süderbrarup;54.6392;9.7731;false
Süsel;54.0778;10.7181;false
Tangerhütte;52.4333;11.8;false
Tangermünde;52.5408;11.9689;false
Tangstedt;53.7353;10.0867;false
Tarp;54.6667;9.4;false
Taucha;51.38;12.4936;true
Taufkirchen;48.05;11.6167;false
Taunusstein;50.1333;8.15;false
Teltow;52.4022;13.2706;false
Templin;53.1167;13.5;false
Tettnang;47.6708;9.5875;false
Teutschenthal;51.45;11.8;false
Thale;51.75;11.05;false
Tholey;49.4833;7.0333;false
Timmendorfer Strand;53.9944;10.7825;false
Torgau;51.5603;13.0056;false
Tornesch;53.7;9.7167;true
Tostedt;53.2833;9.7167;false
Trappenkamp;54.05;10.2167;false
Trebbin;52.2167;13.2;false
Trebur;49.9242;8.4092;false
Treffurt;51.1367;10.2375;false
Treuenbrietzen;52.0972;12.8711;false
Trier;49.7567;6.6414;false
Trittau;53.6167;10.4;false
Troisdorf;50.8161;7.1556;false
Trossingen;48.0756;8.6361;false
Tuttlingen;47.985;8.8233;false
Twistringen;52.8;8.65;false
Tönisvorst;51.3208;6.4931;false
Tübingen;48.52;9.0556;false
Uelzen;52.9647;10.5658;false
Uetersen;53.6872;9.6692;false
Uetze;52.4661;10.2039;false
Ulm;48.4;9.9833;false
Ulmen;50.1333;6.9833;false
Unna;51.5347;7.6889;false
Unterhaching;48.0658;11.61;true
Unterschleißheim;48.2833;11.5667;false
Unterwellenborn;50.6586;11.4419;false
Usingen;50.3344;8.5375;false
Uslar;51.6597;9.6358;false
Vacha;50.8289;10.0214;false
Vaihingen an der Enz;48.9328;8.9564;false
Varel;53.3969;8.1361;false
Vaterstetten;48.105;11.7706;false
Vechelde;52.2608;10.3719;false
Vechta;52.7306;8.2886;false
Velbert;51.3333;7.05;false
Vellmar;51.35;9.4667;false
Velten;52.6833;13.1833;false
Verl;51.8831;8.5167;false
Vetschau/Spreewald;51.7831;14.0667;false
Viernheim;49.5417;8.5786;false
Viersen;51.2561;6.3972;false
Villingen-Schwenningen;48.0603;8.4586;true
Visbek;52.8333;8.3167;false
Voerde;51.6;6.6833;false
Völklingen;49.25;6.8333;false
Wadern;49.5167;6.8667;false
Wadgassen;49.2667;6.7833;false
Waghäusel;49.25;8.5167;false
Wahlstedt;53.95;10.2167;false
Waiblingen;48.8303;9.3169;false
Wald-Michelbach;49.5724;8.8243;false
Waldkirch;48.1;7.9667;false
Waldshut-Tiengen;47.6231;8.2144;false
Walldorf;49.3;8.65;false
Wallenhorst;52.35;8.0167;false
Wallerfangen;49.3278;6.7208;false
Walsrode;52.8667;9.5833;false
Waltershausen;50.8975;10.5558;false
Waltrop;51.6167;7.3833;false
Wandlitz;52.75;13.4497;false
Wangen im Allgäu;47.6858;9.8342;false
Wanzleben;52.0667;11.4333;false
Wardenburg;53.0617;8.1967;false
Warendorf;51.9539;7.9933;false
Wasungen;50.6667;10.3667;false
Wedel;53.5833;9.7;false
Weener;53.1692;7.3564;false
Wegberg;51.1417;6.2792;false
Weida;50.775;12.0569;false
Weil am Rhein;47.5947;7.6108;false
Weil der Stadt;48.7508;8.8706;false
Weilburg;50.4833;8.25;false
Weilheim;47.8333;11.15;false
Weimar;50.9833;11.3167;false
Weinböhla;51.1667;13.5667;false
Weingarten;47.8092;9.6444;false
Weinheim;49.55;8.6667;true
Weiskirchen;49.5561;6.82;false
Weiterstadt;49.9;8.6;true
Weißenburg;49.0306;10.9719;false
Weißenfels;51.2;11.9667;false
Weißwasser/Oberlausitz;51.5;14.6333;false
Wendeburg;52.3167;10.4;false
Wendelstein;49.3536;11.1483;false
Wendlingen am Neckar;48.6747;9.3817;false
Wennigsen;52.2742;9.5708;false
Wentorf bei Hamburg;53.4931;10.2533;false
Werdau;50.7333;12.3833;true
Werl;51.55;7.92;false
Werlte;52.85;7.6833;false
Wermelskirchen;51.15;7.2167;false
Werne an der Lippe;51.6667;7.6167;false
Werneuchen;52.6333;13.7333;false
Wernigerode;51.835;10.7853;false
Wertheim;49.75;9.5167;false
Wesel;51.6586;6.6178;false
Wesseling;50.8167;6.9667;false
Westerstede;53.25;7.9167;false
Wetter (Ruhr);51.3881;7.395;false
Wetzlar;50.5667;8.5;false
Weyhe;52.9936;8.8733;true
Wiefelstede;53.2581;8.1172;false
Wiehl;50.95;7.5333;false
Wiesbaden;50.0825;8.24;false
Wiesenburg;52.1132;12.4534;false
Wiesloch;49.2942;8.6983;false
Wiesmoor;53.4;7.7333;false
Wietmarschen;52.5331;7.1331;false
Wildau;52.3167;13.6333;false
Wildeshausen;52.9;8.4333;false
Wilhelmshaven;53.5286;8.1056;false
Willich;51.2631;6.5492;false
Wilsdruff;51.0522;13.5383;false
Winnenden;48.8764;9.3978;false
Winsen;53.3667;10.2167;false
Wismar;53.9;11.4667;false
Witten;51.4333;7.3333;false
Wittenberg;51.8671;12.6484;true
Wittenberge;53;11.75;false
Wittingen;52.7167;10.7333;true
Wittlich;49.9869;6.8897;true
Wittmund;53.575;7.7808;false
Wittstock;53.1636;12.4856;true
Witzenhausen;51.3422;9.8578;false
Wolfenbüttel;52.1622;10.5369;false
Wolfhagen;51.3167;9.1667;false
Wolfratshausen;47.9133;11.4278;false
Wolfsburg;52.4231;10.7872;false
Wolmirstedt;52.2519;11.6297;false
Woltersdorf;52.4505;13.7547;false
Worms;49.6319;8.3653;false
Wriezen;52.7167;14.1331;false
Wunstorf;52.4275;9.4294;false
Wuppertal;51.2667;7.1833;false
Wurzen;51.3667;12.7167;false
Wusterhausen;52.8907;12.4618;false
Wustermark;52.5497;12.9497;false
Wächtersbach;50.2547;9.2919;false
Wörth am Rhein;49.0517;8.2603;true
Würselen;50.8167;6.1333;false
Würzburg;49.7833;9.9333;false
Zehdenick;52.9833;13.3333;false
Zeitz;51.0478;12.1383;false
Zella-Mehlis;50.6597;10.6669;false
Zerbst;51.9681;12.0844;false
Zetel;53.4197;7.9742;true
Zeulenroda;50.6486;11.9806;false
Zeuthen;52.3667;13.6167;false
Zeven;53.3;9.2833;false
Zirndorf;49.45;10.95;true
Zittau;50.8961;14.8072;false
Zossen;52.2167;13.4497;false
Zweibrücken;49.25;7.3667;false
Zwickau;50.7167;12.5;false
Zwönitz;50.6167;12.8;false
Überherrn;49.25;6.7;false
Überlingen;47.7667;9.165;false
Öhringen;49.2;9.5;false
